
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"11","3.6 / 60","1.9 / 200","3.9 / 50","3.7 / 30","1.5 / 220","2.0 / 220","6.3 / 240","2.1 / 40","1.9 / 60","4.0 / 40","3.0 / 60","4.8 / 30"
"12","4.4 / 70","2.8 / 360","2.9 / 10","1.7 / 10","2.8 / 50","1.6 / 50","3.5 / 210","2.3 / 40","2.6 / 50","4.6 / 50","2.8 / 60","2.8 / 40"
"13","3.5 / 90","2.3 / 120","2.1 / 10","2.7 / 20","2.0 / 220","2.0 / 40","2.4 / 210","2.0 / 210","3.9 / 50","4.3 / 50","2.4 / 10","1.6 / 10"
"14","4.2 / 20","2.8 / 150","1.7 / 10","3.7 / 220","2.0 / 50","2.0 / 50","2.5 / 50","1.6 / 40","3.6 / 60","3.9 / 40","1.5 / 40","3.5 / 30"
"15","4.3 / 30","2.9 / 30","1.6 / 50","3.0 / 220","2.0 / 10","2.0 / 210","1.9 / 50","2.1 / 230","2.1 / 40","2.5 / 50","2.2 / 60","5.2 / 10"
"16","3.0 / 50","2.7 / 50","1.1 / 40","2.3 / 40","2.7 / 30","2.1 / 40","2.4 / 40","4.1 / 220","2.8 / 10","3.3 / 40","1.4 / 50","7.4 / 10"
"17","5.5 / 50","3.4 / 60","1.2 / 50","1.7 / 210","1.7 / 30","2.2 / 190","2.1 / 50","2.6 / 220","2.9 / 20","3.6 / 40","1.8 / 30","6.8 / 10"
"18","3.2 / 60","3.8 / 60","1.9 / 10","1.4 / 60","2.0 / 220","2.5 / 220","2.2 / 90","1.8 / 40","1.7 / 30","3.1 / 60","2.8 / 210","4.3 / 60"
"19","5.6 / 50","3.4 / 60","2.2 / 30","2.8 / 210","1.8 / 30","2.0 / 10","1.9 / 50","2.8 / 50","1.8 / 20","3.6 / 50","2.9 / 60","4.0 / 60"
"20","1.9 / 80","1.9 / 180","2.1 / 20","5.0 / 220","1.9 / 30","2.3 / 20","1.2 / 30","3.0 / 50","2.4 / 40","3.7 / 60","2.5 / 50","1.6 / 220"
"21","2.4 / 350","1.7 / 50","3.1 / 20","3.4 / 40","3.2 / 60","2.1 / 40","1.5 / 30","3.3 / 70","2.0 / 40","3.3 / 50","1.3 / 60","1.5 / 40"
"22","3.3 / 210","1.5 / 50","4.2 / 60","2.6 / 30","1.6 / 20","2.2 / 210","1.9 / 40","4.5 / 60","1.7 / 10","4.6 / 30","2.8 / 60","2.0 / 220"
"23","1.9 / 60","1.3 / 20","4.9 / 60","1.9 / 60","1.2 / 360","2.6 / 230","1.6 / 230","5.3 / 10","2.5 / 200","5.2 / 10","4.0 / 30","1.5 / 40"
"24","2.2 / 160","1.9 / 20","5.8 / 60","1.9 / 20","2.3 / 20","1.9 / 40","1.7 / 50","2.9 / 250","1.6 / 30","3.4 / 10","4.5 / 10","2.4 / 360"
"25","2.2 / 230","2.2 / 50","5.1 / 30","2.3 / 60","1.7 / 50","2.0 / 230","2.4 / 230","2.0 / 40","2.0 / 40","3.0 / 50","6.3 / 10","6.2 / 10"
"26","1.1 / 10","2.2 / 10","1.6 / 60","2.1 / 100","0.9 / 40","3.1 / 210","2.4 / 230","2.0 / 40","4.0 / 10","1.5 / 70","6.5 / 10","2.7 / 10"
"27","5.3 / 30","2.4 / 10","2.1 / 360","2.2 / 40","1.6 / 30","3.0 / 190","3.1 / 210","1.4 / 50","7.3 / 10","2.4 / 40","3.8 / 40","4.0 / 10"
"28","5.5 / 50","2.1 / 10","1.7 / 30","1.9 / 40","3.8 / 220","2.7 / 250","2.7 / 220","1.7 / 220","13.0 / 10","1.8 / 60","2.2 / 60","6.1 / 30"
"29","1.8 / 20","-- / --","2.3 / 40","2.5 / 30","2.7 / 200","2.8 / 230","2.4 / 230","1.1 / 50","6.3 / 160","1.3 / 330","2.7 / 350","3.9 / 60"
"30","6.9 / 10","-- / --","1.6 / 360","3.0 / 40","3.5 / 220","2.4 / 210","2.4 / 230","1.5 / 240","1.7 / 20","2.9 / 30","3.3 / 40","4.4 / 30"
"31","4.4 / 10","-- / --","1.8 / 40","-- / --","1.5 / 40","-- / --","2.5 / 220","1.9 / 230","-- / --","5.0 / 30","-- / --","5.5 / 30"
"平均","3.7","2.8","3.1","2.7","2.0","2.2","2.7","3.1","3.1","3.1","3.0","3.9"
